house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,verificationDate,description,SecurityDeposit,Status
2 BHK Apartment,"1,010 sq ft",Wagholi,Pune,18.58660889,73.99105835,13000,INR,2,Posted 2 days ago,"It’s a 2 bhk multistorey apartment situated in Wagholi. It has a built-up area of 1010 sqft and is available for rent at Rs. 13,000 per month . The house is unfurnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Unfurnished
4 BHK Apartment,"3,800 sq ft",Koregaon Park,Pune,18.54000092,73.90000153,200000,INR,4,Posted 2 months ago,"A spacious 4 bhk multistorey apartment is available for rental in Vascon Engineers Windermere, Koregaon Park, Pune. It has an area of 3800 sqft with a carpet area of 2870 sqft . The property is available at a monthly rental of Rs. 2.00 lac . It is a semi-furnished property. It has intercom as well as swimming pool. The project also has gymnasium, gated community, cctv, power backup, lift available, children's play area and club house. It is facing east direction. It is a 8 year old ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,400 sq ft",Kharadi,Pune,18.55271912,73.94644165,45000,INR,3,Posted a year ago,"It has an area of 1400 sqft with a carpet area of 1300 sqft . The property is available at a monthly rental of Rs. 45,000 . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,625 sq ft,Hinjewadi,Pune,18.59129906,73.73889923,16900,INR,1,Posted 4 days ago,It is a semi-furnished property. It is facing east direction. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details.,No Deposit,Semi-Furnished
3 BHK Apartment,900 sq ft,Hinjewadi,Pune,18.60011864,73.72468567,20000,INR,2,Posted a year ago,"It’s a 3 bhk multistorey apartment situated in Shapoorji Pallonji Real Estate Joyville Hinjawadi, Hinjewadi, Pune. It has a built-up area of 900 sqft and is available for rent at Rs. 20,000 per month . The house is semi-furnished. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Semi-Furnished
1 BHK Apartment,610 sq ft,Chinchwad,Pune,18.63496017,73.7894516,14000,INR,1,Posted 2 months ago,"It has area of 610 sqft and is available at a rent of Rs. 14,000. It is a semi-furnished property. It is south facing property. It is made in way to provide a comfortable living. It is well connected to the city areas. ",No Deposit,Semi-Furnished
2 BHK Apartment,"1,000 sq ft",Wagholi,Pune,18.58470154,74.00345612,17000,INR,2,Posted 9 days ago,The house is unfurnished. Its main door is facing east direction. It is a 6 year old ready-to-move-in property. The site is in close proximity to various civic utilities. Kindly call us for details.,No Deposit,Unfurnished
2 BHK Apartment,"1,150 sq ft",Tathawade,Pune,18.61786652,73.75193024,24000,INR,2,Posted 4 days ago,"A spacious 2 bhk multistorey apartment is available for rental in Bhojwani Homes The Nook Phase 1, Tathawade, Pune. It has a built-up area of 1150 sqft and is available for rent at Rs. 24,000 per month . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. It is well connected to the city areas. Contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment,600 sq ft,Vishrantwadi,Pune,18.57260513,73.87820435,16000,INR,1,Posted 2 months ago,"A spacious 1 bhk multistorey apartment is available for rental in Vishrantwadi, Pune. It has area of 600 sqft and is available at a rent of Rs. 16,000. The house is furnished. It has 1 refrigerator, 1 sofa, 1 washing machine and 1 bed. It is facing southeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Furnished
2 BHK Apartment,"1,150 sq ft",Viman Nagar,Pune,18.56038284,73.91452789,45000,INR,2,Posted 2 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Eden Group Pune Garden, one of the most prestigious projects of Viman Nagar. The house is furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Kindly call us for details. ",No Deposit,Furnished
2 BHK Apartment,"1,000 sq ft",Wakad,Pune,18.55271912,73.92081451,26000,INR,2,Posted 2 days ago,"It’s a 2 bhk multistorey apartment situated in Raj Palace, Wakad. It has an area of 1000 sqft with a carpet area of 850 sqft . The property is available at a monthly rental of Rs. 26,000 . The house is semi-furnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ","52,000",Semi-Furnished
2 BHK Apartment,950 sq ft,NIBM Annex Mohammadwadi,Pune,18.47281265,73.93251038,19000,INR,2,Posted 3 days ago,The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details.,"50,000",Semi-Furnished
1 BHK Independent House,300 sq ft,Chinchwad,Pune,18.63115883,73.79122162,8000,INR,2,Posted 18 days ago,"It’s a 1 bhk independent house situated in Chinchwad. It has area of 300 sqft and is available at a rent of Rs. 8,000. The house is furnished. It is north facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment,900 sq ft,Dhayari,Pune,18.44337654,73.81282043,17500,INR,2,Posted a month ago,"It’s a 2 bhk multistorey apartment situated in VM Group Vijay Nagar, Dhayari. It has area of 900 sqft and is available at a rent of Rs. 17,500. It is a furnished property. It has 1 tv, 1 refrigerator, 1 washing machine and 1 microwave. It also has 1 gas connection and 1 bed. Kindly call us for details. ",No Deposit,Furnished
2 BHK Apartment,"1,200 sq ft",Hingne Budrukh,Pune,26.83705139,80.93888092,18000,INR,2,Posted a month ago,"It’s a 2 bhk multistorey apartment situated in Prakash Apartment, Hingne Budrukh, Pune. It has an area of 1200 sqft with a carpet area of 1000 sqft . The property is available at a monthly rental of Rs. 18,000 . It is a semi-furnished property. It is facing northwest direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Kindly call us for details. ",No Deposit,Semi-Furnished
3 BHK Apartment,"1,650 sq ft",Wakad,Pune,18.59318161,73.77986908,55000,INR,3,Posted 14 days ago,"It’s a 3 bhk multistorey apartment situated in Pride Purple Group Park Titanium, Wakad, Pune. It has an area of 1650 sqft with a carpet area of 1250 sqft . The property is available at a monthly rental of Rs. 55,000 . It is facing east direction. The society is well connected by different modes of transportation. Please contact us for more details. ",No Deposit,Furnished
4 BHK Apartment,"2,000 sq ft",Talegaon Dabhade,Pune,18.72934914,73.64609528,35000,INR,4,Posted 20 days ago,"A 4 bhk property is available for rental in Tata Value Homes La Montana, Talegaon Dabhade, Pune. It has a built-up area of 2000 sqft and is available for rent at Rs. 35,000 per month . It is a semi-furnished property. It has swimming pool as well as intercom. The project also has sports facility, community hall, gymnasium, children's play area, club house, power backup and lift available. It is made in way to provide a comfortable living for the residents. ",No Deposit,Semi-Furnished
2 BHK Apartment,948 sq ft,Wakad,Pune,18.60260582,73.75804138,23000,INR,2,Posted 3 days ago,"It has an area of 948 sqft with a carpet area of 760 sqft . The property is available at a monthly rental of Rs. 23,000 . It is an unfurnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Unfurnished
